P,benders,mip,benders_obj,mip_obj
0.2,0.0410001277923584,0.05099987983703613,4801.42948834,4801.429488339998
0.4,0.05299997329711914,0.03299999237060547,3928.026593839999,3928.026593839999
0.6,0.04900002479553223,0.04699993133544922,3774.8830388199995,3774.883038819999
0.8,0.01399993896484375,0.00800013542175293,3747.41870222,3747.41870222
