P,benders,mip,benders_obj,mip_obj
0.2,1.7340002059936523,0.625,307092.9851720998,307092.9851721
0.4,0.5759999752044678,0.29399991035461426,274693.0160056797,274693.01600567985
0.6,0.45399999618530273,0.24399995803833008,268135.66118069994,268135.6611806999
0.8,0.40000009536743164,0.30900001525878906,266547.33242606994,266547.33242606994
