P,benders,mip,benders_obj,mip_obj
0.2,0.2590000629425049,0.11800003051757812,1661.8576626999998,1661.8576626999993
0.4,0.15799999237060547,0.22600007057189941,1457.8642552999997,1457.8642552999997
0.6,0.1789999008178711,286.18300008773804,1439.1926793,1439.1926793
0.8,0.01399993896484375,0.016000032424926758,1437.6296143,1437.6296143
