P,benders,mip,benders_obj,mip_obj
0.2,0.02499985694885254,0.010999917984008789,2715.2361930639963,2715.2361930639954
0.4,0.016000032424926758,0.010999917984008789,2269.2132893619996,2269.213289361998
0.6,0.01699995994567871,0.026000022888183594,2144.8779080179997,2144.8779080179993
0.8,0.009999990463256836,0.013000011444091797,2089.0625995379996,2089.0625995379996
