P,benders,mip,benders_obj,mip_obj
0.2,0.019999980926513672,0.02499985694885254,2715.2361930639954,2715.2361930639954
0.4,0.013000011444091797,0.009999990463256836,2269.213289361998,2269.213289361999
0.6,0.010999917984008789,0.01900005340576172,2144.877908017999,2144.8779080179993
0.8,0.015000104904174805,0.019999980926513672,2089.0625995379996,2089.0625995379996
