P   ,benders             ,mip                  ,benders_obj        ,mip_obj            ,mip_gap               ,benders_gap
0.2 , 14.638000011444092 ,  4.858999967575073  ,2364505.512917575  ,2364505.512917575  ,0.0                   ,0.0
0.4 , 16.044000148773193 ,  2.7829999923706055 ,2116948.092250559  ,2116948.0922505585 ,0.0                   ,0.0
0.6 , 18.638000011444092 ,  7.870000123977661  ,2063467.5979202092 ,2063467.5979202092 ,0.0                   ,0.0
0.8 ,601.7409999370575   ,600.9749999046326    ,2048273.20061124   ,2048292.7669651802 ,8.729955396625452e-05 ,4.156666106173066e-06
