P,benders,mip,benders_obj,mip_obj
0.2,0.0840001106262207,0.08800005912780762,4801.42948834,4801.429488339998
0.4,0.09500002861022949,0.046000003814697266,3928.0265938399984,3928.026593839999
0.6,0.08299994468688965,0.0279998779296875,3774.8830388199995,3774.883038819999
0.8,0.006999969482421875,0.009999990463256836,3747.41870222,3747.41870222
