P,benders,mip,benders_obj,mip_obj,mip_gap,benders_gap
0.2,1.252000093460083,0.4200000762939453,190913.09946499908,190913.09946499905,3.963581304769531e-15,4.573363043964844e-16
0.4,1.0509998798370361,0.4200000762939453,170603.2949826199,170603.29498261987,3.582465623853698e-15,0.0
0.6,0.6150000095367432,0.34200000762939453,166748.30229833996,166748.30229833996,3.839824821140118e-15,0.0
0.8,0.8840000629425049,22.575999975204468,165674.74401429997,165674.7440143,2.1080217600979647e-15,0.0
