P,benders,mip,benders_obj,mip_obj,mip_gap,benders_gap
0.2,0.3039999008178711,0.15200018882751465,100180.32475217199,100180.32475217196,0.0,0.0
0.4,0.3279998302459717,0.1100001335144043,95362.61487487795,95362.61487487795,0.0,0.0
0.6,0.20200014114379883,0.08299994468688965,94180.23965463598,94180.23965463595,0.0,0.0
0.8,0.18000006675720215,0.07200002670288086,93724.70843851598,93724.70843851598,0.0,0.0
